00:01	|R 1600	|V 39.4	|I 12.0	|W 473	|TH 55%	|B 93%	|Wh 0	|T 24.4	|Pa 265W	|Pi 99	|ESP fails	
09:24	|R 2535	|V 34.2	|I 36.0	|W 1230	|TH 83%	|B 30%	|Wh 130	|T 44.1	|Pa 1083W	|Pi 52	
09:25	|R 2559	|V 34.1	|I 34.2	|W 1166	|TH 85%	|B 30%	|Wh 130	|T 44.1	|Pa 1083W	|Pi 52	
09:26	|R 2604	|V 34.1	|I 35.7	|W 1216	|TH 85%	|B 30%	|Wh 131	|T 44.1	|Pa 1083W	|Pi 52	
09:27	|R 2544	|V 34.2	|I 34.1	|W 1165	|TH 83%	|B 21%	|Wh 131	|T 44.1	|Pa 1084W	|Pi 52	
09:28	|R 2446	|V 34.1	|I 34.4	|W 1174	|TH 82%	|B 21%	|Wh 131	|T 44.1	|Pa 1084W	|Pi 52	
09:29	|R 2464	|V 34.8	|I 28.5	|W 992	|TH 77%	|B 21%	|Wh 134	|T 44.3	|Pa 1084W	|Pi 52	
09:30	|R 2387	|V 34.5	|I 30.1	|W 1037	|TH 79%	|B 21%	|Wh 133	|T 44.3	|Pa 1084W	|Pi 52	
09:31	|R 2434	|V 34.3	|I 30.4	|W 1042	|TH 80%	|B 21%	|Wh 133	|T 44.4	|Pa 1083W	|Pi 52	
09:32	|R 2060	|V 36.1	|I 23.2	|W 837	|TH 0%	|B 21%	|Wh 140	|T 44.4	|Pa 1083W	|Pi 52	
09:33	|R 141	|V 36.2	|I 0.0	|W 0	|TH 0%	|B 21%	|Wh 141	|T 44.3	|Pa 1083W	|Pi 52	
09:34	|R 1	|V 36.3	|I 0.0	|W 0	|TH 0%	|B 21%	|Wh 141	|T 44.0	|Pa 1083W	|Pi 52	
09:35	|R 1	|V 36.4	|I 0.0	|W 0	|TH 0%	|B 21%	|Wh 141	|T 43.8	|Pa 1083W	|Pi 52	
09:36	|R 0	|V 36.4	|I 0.0	|W 0	|TH 0%	|B 21%	|Wh 141	|T 43.6	|Pa 1083W	|Pi 52	
09:37	|R 1469	|V 36.3	|I 0.1	|W 3	|TH 99%	|B 21%	|Wh 141	|T 43.6	|Pa 1083W	|Pi 52	
09:38	|R 2961	|V 35.2	|I 36.2	|W 1275	|TH 83%	|B 36%	|Wh 137	|T 43.5	|Pa 1083W	|Pi 52	
09:39	|R 2244	|V 34.6	|I 21.2	|W 734	|TH 73%	|B 36%	|Wh 135	|T 43.5	|Pa 1083W	|Pi 52	
09:40	|R 2960	|V 33.9	|I 17.7	|W 599	|TH 83%	|B 36%	|Wh 132	|T 43.5	|Pa 1082W	|Pi 52	
09:41	|R 2536	|V 33.8	|I 39.0	|W 1316	|TH 89%	|B 36%	|Wh 132	|T 43.5	|Pa 1082W	|Pi 52	
09:42	|R 2548	|V 33.7	|I 39.1	|W 1319	|TH 89%	|B 36%	|Wh 132	|T 43.6	|Pa 1083W	|Pi 52	
09:43	|R 2676	|V 33.6	|I 39.0	|W 1310	|TH 90%	|B 36%	|Wh 132	|T 43.6	|Pa 1083W	|Pi 52	
09:44	|R 2719	|V 33.5	|I 40.2	|W 1346	|TH 93%	|B 36%	|Wh 132	|T 43.6	|Pa 1084W	|Pi 52	
09:45	|R 2782	|V 33.5	|I 40.6	|W 1358	|TH 96%	|B 36%	|Wh 133	|T 43.6	|Pa 1084W	|Pi 52	
09:46	|R 2610	|V 34.5	|I 29.2	|W 1008	|TH 80%	|B 36%	|Wh 137	|T 43.6	|Pa 1084W	|Pi 52	
09:47	|R 2022	|V 35.1	|I 29.0	|W 1017	|TH 0%	|B 36%	|Wh 139	|T 43.8	|Pa 1084W	|Pi 52	
09:48	|R 6	|V 36.1	|I 2.1	|W 75	|TH 0%	|B 36%	|Wh 143	|T 43.6	|Pa 1082W	|Pi 52	
09:49	|R 1	|V 36.2	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 144	|T 43.3	|Pa 1082W	|Pi 52	|ESP fails	
09:50	|R 1	|V 36.3	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 144	|T 43.1	|Pa 1082W	|Pi 52	|ESP fails	|LoRa fails	
09:51	|R 0	|V 36.3	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 144	|T 42.7	|Pa 1082W	|Pi 52	|ESP fails	|LoRa fails	
09:52	|R 0	|V 36.4	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 145	|T 42.4	|Pa 1082W	|Pi 52	|ESP fails	|LoRa fails	
09:53	|R 0	|V 36.4	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 145	|T 42.1	|Pa 1082W	|Pi 52	|ESP fails	
09:54	|R 0	|V 36.4	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 145	|T 41.7	|Pa 1082W	|Pi 52	|ESP fails	
09:55	|R 0	|V 36.5	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 145	|T 41.3	|Pa 1082W	|Pi 52	
09:56	|R 0	|V 36.5	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 145	|T 41.0	|Pa 1082W	|Pi 52	
09:57	|R 0	|V 36.5	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 145	|T 40.6	|Pa 1082W	|Pi 52	
09:58	|R 0	|V 36.6	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 145	|T 40.3	|Pa 1082W	|Pi 52	|ESP fails	|LoRa fails	
09:59	|R 0	|V 36.6	|I 0.0	|W 0	|TH 0%	|B 24%	|Wh 145	|T 39.9	|Pa 1082W	|Pi 52	|ESP fails	|LoRa fails	
10:00	|R 0	|V 36.6	|I 0.0	|W 0	|TH 0%	|B 45%	|Wh 145	|T 39.6	|Pa 1082W	|Pi 52	|ESP fails	|LoRa fails	
10:01	|R 0	|V 36.6	|I 0.0	|W 0	|TH 0%	|B 45%	|Wh 145	|T 39.2	|Pa 1082W	|Pi 52	|ESP fails	
10:02	|R 456	|V 36.6	|I 0.0	|W 0	|TH 27%	|B 45%	|Wh 145	|T 39.0	|Pa 1082W	|Pi 52	
10:03	|R 410	|V 36.6	|I 0.2	|W 8	|TH 27%	|B 45%	|Wh 145	|T 38.6	|Pa 1082W	|Pi 52	|ESP fails	|LoRa fails	
10:04	|R 69	|V 36.5	|I 0.0	|W 0	|TH 73%	|B 45%	|Wh 145	|T 38.4	|Pa 1082W	|Pi 52	|ESP fails	
10:05	|R 1005	|V 36.4	|I 14.0	|W 511	|TH 79%	|B 45%	|Wh 145	|T 38.2	|Pa 1081W	|Pi 52	
10:06	|R 2119	|V 34.1	|I 41.1	|W 1402	|TH 44%	|B 45%	|Wh 136	|T 38.0	|Pa 1081W	|Pi 52	|ESP fails	
10:07	|R 1316	|V 36.1	|I 8.0	|W 289	|TH 33%	|B 45%	|Wh 144	|T 38.0	|Pa 1080W	|Pi 52	
10:08	|R 1147	|V 36.3	|I 6.3	|W 229	|TH 51%	|B 45%	|Wh 145	|T 37.8	|Pa 1078W	|Pi 52	|ESP fails	
10:09	|R 1386	|V 36.1	|I 8.2	|W 294	|TH 50%	|B 45%	|Wh 144	|T 37.6	|Pa 1076W	|Pi 52	|ESP fails	
10:10	|R 1325	|V 36.1	|I 7.8	|W 280	|TH 49%	|B 45%	|Wh 144	|T 37.5	|Pa 1075W	|Pi 53	
10:11	|R 1437	|V 36.1	|I 9.1	|W 329	|TH 52%	|B 42%	|Wh 144	|T 37.2	|Pa 1073W	|Pi 53	
10:12	|R 1383	|V 36.1	|I 9.2	|W 330	|TH 50%	|B 42%	|Wh 144	|T 37.0	|Pa 1071W	|Pi 53	
10:13	|R 1429	|V 36.1	|I 8.5	|W 307	|TH 51%	|B 42%	|Wh 144	|T 36.9	|Pa 1070W	|Pi 53	
10:14	|R 1436	|V 36.1	|I 9.4	|W 340	|TH 52%	|B 42%	|Wh 145	|T 36.7	|Pa 1068W	|Pi 53	
10:15	|R 1447	|V 36.1	|I 9.6	|W 348	|TH 51%	|B 42%	|Wh 145	|T 36.5	|Pa 1067W	|Pi 53	
10:16	|R 1436	|V 36.1	|I 9.4	|W 340	|TH 51%	|B 42%	|Wh 145	|T 36.4	|Pa 1065W	|Pi 53	
10:17	|R 1427	|V 36.1	|I 9.4	|W 339	|TH 51%	|B 42%	|Wh 145	|T 36.2	|Pa 1064W	|Pi 53	
10:18	|R 1483	|V 36.0	|I 10.1	|W 361	|TH 52%	|B 42%	|Wh 145	|T 36.1	|Pa 1063W	|Pi 54	
10:19	|R 1494	|V 36.0	|I 10.8	|W 390	|TH 58%	|B 42%	|Wh 145	|T 35.9	|Pa 1061W	|Pi 54	
10:20	|R 1384	|V 36.2	|I 13.0	|W 471	|TH 49%	|B 42%	|Wh 146	|T 35.9	|Pa 1060W	|Pi 54	
10:21	|R 1411	|V 36.2	|I 8.7	|W 315	|TH 50%	|B 42%	|Wh 146	|T 35.7	|Pa 1059W	|Pi 54	
10:22	|R 1038	|V 36.4	|I 10.6	|W 385	|TH 20%	|B 42%	|Wh 147	|T 35.5	|Pa 1057W	|Pi 54	
10:23	|R 1090	|V 36.4	|I 1.9	|W 70	|TH 44%	|B 42%	|Wh 147	|T 35.3	|Pa 1055W	|Pi 54	
10:24	|R 1435	|V 36.1	|I 12.4	|W 448	|TH 51%	|B 42%	|Wh 146	|T 35.0	|Pa 1054W	|Pi 54	
10:25	|R 1324	|V 36.2	|I 7.3	|W 263	|TH 47%	|B 42%	|Wh 146	|T 34.9	|Pa 1052W	|Pi 54	
10:26	|R 1149	|V 36.4	|I 5.1	|W 186	|TH 44%	|B 42%	|Wh 147	|T 34.7	|Pa 1051W	|Pi 55	
10:27	|R 1098	|V 36.4	|I 4.2	|W 153	|TH 37%	|B 42%	|Wh 147	|T 34.6	|Pa 1049W	|Pi 55	
10:28	|R 900	|V 36.5	|I 3.1	|W 113	|TH 37%	|B 42%	|Wh 147	|T 34.3	|Pa 1047W	|Pi 55	|ESP fails	
10:29	|R 902	|V 36.6	|I 2.2	|W 80	|TH 47%	|B 42%	|Wh 148	|T 34.1	|Pa 1045W	|Pi 55	
10:30	|R 896	|V 36.6	|I 2.2	|W 80	|TH 0%	|B 42%	|Wh 148	|T 33.9	|Pa 1043W	|Pi 55	|ESP fails	
10:31	|R 213	|V 36.7	|I 1.8	|W 64	|TH 0%	|B 42%	|Wh 148	|T 33.8	|Pa 1041W	|Pi 55	|ESP fails	
10:32	|R 3	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 42%	|Wh 149	|T 33.3	|Pa 1041W	|Pi 55	
10:33	|R 1	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 33.1	|Pa 1041W	|Pi 55	|ESP fails	
10:34	|R 1	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 32.9	|Pa 1041W	|Pi 55	
10:35	|R 0	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 32.6	|Pa 1041W	|Pi 55	
10:36	|R 0	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 32.4	|Pa 1041W	|Pi 55	
10:37	|R 0	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 32.1	|Pa 1041W	|Pi 55	
10:38	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 32.0	|Pa 1041W	|Pi 55	
10:39	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 31.7	|Pa 1041W	|Pi 55	
10:40	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 31.5	|Pa 1041W	|Pi 55	
10:41	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 31.3	|Pa 1041W	|Pi 55	
10:42	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 31.1	|Pa 1041W	|Pi 55	
10:43	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 46%	|Wh 149	|T 31.0	|Pa 1041W	|Pi 55	
10:44	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 30.8	|Pa 1041W	|Pi 55	
10:45	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 30.7	|Pa 1041W	|Pi 55	
10:46	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 30.5	|Pa 1041W	|Pi 55	
10:47	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 30.4	|Pa 1041W	|Pi 55	
10:48	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 30.3	|Pa 1041W	|Pi 55	
10:49	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 30.1	|Pa 1041W	|Pi 55	
10:50	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 30.0	|Pa 1041W	|Pi 55	
10:51	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 29.9	|Pa 1041W	|Pi 55	
10:52	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 29.7	|Pa 1041W	|Pi 55	
10:53	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 29.6	|Pa 1041W	|Pi 55	
10:54	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 149	|T 29.4	|Pa 1041W	|Pi 55	
10:55	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 50%	|Wh 149	|T 29.3	|Pa 1041W	|Pi 55	
10:56	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 50%	|Wh 149	|T 29.2	|Pa 1041W	|Pi 55	
10:57	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 50%	|Wh 149	|T 29.0	|Pa 1041W	|Pi 55	
10:58	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 50%	|Wh 149	|T 28.9	|Pa 1041W	|Pi 55	
10:59	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 50%	|Wh 149	|T 28.8	|Pa 1041W	|Pi 55	
